City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
623,peniche,PT,67.08,scattered clouds,39.3558,-9.3811,Hotel Star inn Peniche
624,puerto colombia,CO,86.09,few clouds,10.9878,-74.9547,Hotel El Emigrante
625,rabo de peixe,PT,72.91,scattered clouds,37.8,-25.5833,Quinta das Giestas
626,bac lieu,VN,80.01,light rain,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
627,kahului,US,91.42,few clouds,20.8947,-156.47,Maui Seaside Hotel
629,porto novo,BJ,75.11,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
631,eureka,US,86.67,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
632,filadelfia,US,91.18,scattered clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
633,cafarnaum,BR,71.89,broken clouds,-11.6936,-41.4683,Pousada avenida
634,sukumo,JP,76.75,heavy intensity rain,32.9333,132.7333,Sukumojo
635,vigrestad,NO,70.97,scattered clouds,58.5667,5.7,Brusand Camping
638,marawi,PH,67.64,overcast clouds,7.9986,124.2928,Derogongan Residence
639,sterling,US,90.41,scattered clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
641,chitral,PK,67.24,overcast clouds,35.8462,71.7858,PTDC Motel Chitral
643,iseyin,NG,72.32,overcast clouds,7.9667,3.6,Momak Hotels And Suites
644,north myrtle beach,US,88.29,clear sky,33.816,-78.68,Avista Resort
645,awbari,LY,93.36,clear sky,26.5921,12.7805,فندق أوباري
646,shikohabad,IN,81.77,overcast clouds,27.1,78.6,The Neha's Hotel & Restaurant - Hotels in Shikohabad
648,sikasso,ML,72.81,light rain,10.9167,-7.0,
650,mae ramat,TH,75.27,moderate rain,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
653,faya,SA,68.52,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
654,kindu,CD,75.22,clear sky,-2.95,25.95,Résidence Okanda
658,brownsville,US,98.6,few clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
659,ogaminana,NG,72.72,overcast clouds,7.5946,6.2248,Billy Guest Inn
660,salinopolis,BR,81.3,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
661,fethiye,TR,73.27,clear sky,36.6217,29.1164,Club & Hotel Letoonia
663,alampur,IN,78.37,overcast clouds,15.8833,78.15,Haritha Hotel Alampur
665,shelburne,CA,79.3,scattered clouds,44.0787,-80.2041,The Retreat at the Farm
666,cayenne,GF,84.24,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
